CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12652.0,330,1,919.98,1,At-Risk/Dormant
12653.0,148,2,2209.85,1,At-Risk/Dormant
12654.0,10,5,601.98,0,Occasional
12656.0,16,5,4051.17,0,Occasional
12657.0,10,4,1643.18,0,Occasional
12658.0,18,1,686.05,0,Occasional
12659.0,29,1,91.68,0,Occasional
12660.0,10,1,245.1,0,Occasional
12662.0,0,11,3849.78,0,Occasional
12664.0,7,9,4881.88,0,Occasional
12665.0,324,1,63.0,1,At-Risk/Dormant
12667.0,57,1,620.13,0,Occasional
12668.0,11,4,3807.15,0,Occasional
12669.0,150,3,2744.0299999999997,1,At-Risk/Dormant
12670.0,9,5,2996.05,0,Occasional
12672.0,329,1,225.89999999999998,1,At-Risk/Dormant
12673.0,4,2,610.52,0,Occasional
12674.0,38,4,1970.6,0,Occasional
12676.0,24,6,1331.39,0,Occasional
12678.0,41,12,17628.46,3,Loyal / Regular
12679.0,58,4,1113.02,0,Occasional
12680.0,0,4,862.81,0,Occasional
12681.0,14,22,13787.54,3,Loyal / Regular
12682.0,3,31,12279.82,3,Loyal / Regular
12683.0,3,15,8476.57,3,Loyal / Regular
12684.0,7,7,2283.63,0,Occasional
12685.0,27,6,2863.08,0,Occasional
12686.0,371,1,89.14,1,At-Risk/Dormant
12688.0,113,1,4873.8099999999995,0,Occasional
12689.0,25,2,1247.61,0,Occasional
12690.0,205,1,389.01,1,At-Risk/Dormant
12691.0,27,6,1035.8,0,Occasional
12693.0,126,4,855.91,0,Occasional
12694.0,69,2,869.67,0,Occasional
12695.0,6,4,582.1,0,Occasional
12697.0,28,3,957.59,0,Occasional
12700.0,7,4,4939.99,0,Occasional
12701.0,79,2,797.71,0,Occasional
12702.0,19,1,219.0,0,Occasional
12703.0,70,1,283.55,0,Occasional
12704.0,6,8,2340.84,0,Occasional
12705.0,14,9,6868.29,0,Occasional
12707.0,291,1,603.42,1,At-Risk/Dormant
12708.0,29,10,2712.91,0,Occasional
12709.0,14,15,9706.52,3,Loyal / Regular
12710.0,96,3,1149.02,0,Occasional
12712.0,28,13,4396.13,0,Occasional
12713.0,0,1,848.55,0,Occasional
12714.0,8,5,4708.86,0,Occasional
12715.0,105,1,343.36,0,Occasional
12716.0,3,2,1053.49,0,Occasional
12717.0,150,2,1030.98,1,At-Risk/Dormant
12718.0,70,1,238.25,0,Occasional
12719.0,4,2,644.95,0,Occasional
12720.0,2,25,5781.73,3,Loyal / Regular
12721.0,31,6,2656.13,0,Occasional
12722.0,84,4,997.63,0,Occasional
12723.0,3,5,725.07,0,Occasional
12724.0,4,4,1031.41,0,Occasional
12725.0,370,1,427.8,1,At-Risk/Dormant
12726.0,27,7,2609.1,0,Occasional
12727.0,10,7,3980.7,0,Occasional
12728.0,70,4,836.33,0,Occasional
12729.0,113,1,453.01,0,Occasional
12731.0,23,12,18895.91,3,Loyal / Regular
12732.0,179,1,236.26000000000002,1,At-Risk/Dormant
12733.0,233,1,383.95,1,At-Risk/Dormant
12734.0,352,1,110.39999999999999,1,At-Risk/Dormant
12735.0,314,2,779.5699999999999,1,At-Risk/Dormant
12736.0,332,1,234.0,1,At-Risk/Dormant
12738.0,371,1,155.35,1,At-Risk/Dormant
12739.0,77,2,1013.04,0,Occasional
12740.0,63,1,427.6,0,Occasional
12743.0,133,2,540.13,0,Occasional
12744.0,51,7,21279.29,3,Loyal / Regular
12747.0,1,11,4196.01,0,Occasional
12748.0,0,209,33053.19,2,High-Value/Champions
12749.0,3,5,4090.88,0,Occasional
12750.0,128,1,275.88,0,Occasional
12752.0,80,1,4366.78,0,Occasional
12753.0,22,6,21429.39,0,Occasional
12754.0,235,3,3010.74,1,At-Risk/Dormant
12755.0,280,2,3811.95,1,At-Risk/Dormant
12756.0,86,1,112.07999999999998,0,Occasional
12757.0,15,13,7834.650000000001,3,Loyal / Regular
12758.0,116,2,2791.59,0,Occasional
12759.0,51,3,1531.44,0,Occasional
12762.0,7,2,1898.52,0,Occasional
12763.0,137,2,494.08,0,Occasional
12764.0,316,1,1693.88,1,At-Risk/Dormant
12766.0,3,7,6989.63,0,Occasional
12769.0,238,1,1143.6,1,At-Risk/Dormant
12770.0,210,1,1351.45,1,At-Risk/Dormant
12772.0,59,1,892.47,0,Occasional
12775.0,16,5,1386.04,0,Occasional
12778.0,19,6,822.23,0,Occasional
12779.0,37,8,3981.36,0,Occasional
12781.0,63,2,826.74,0,Occasional
12782.0,4,5,2330.92,0,Occasional
12783.0,1,6,2225.91,0,Occasional
12784.0,8,2,532.8199999999999,0,Occasional
12785.0,363,1,311.95,1,At-Risk/Dormant
12787.0,9,3,463.66,0,Occasional
12789.0,64,1,91.85,0,Occasional
12790.0,191,1,324.92,1,At-Risk/Dormant
12791.0,373,1,192.60000000000002,1,At-Risk/Dormant
12792.0,256,1,400.53999999999996,1,At-Risk/Dormant
12793.0,334,2,545.48,1,At-Risk/Dormant
12794.0,52,2,860.41,0,Occasional
12795.0,18,1,430.48,0,Occasional
12797.0,365,1,254.03,1,At-Risk/Dormant
12798.0,9,3,6977.04,0,Occasional
12802.0,186,1,427.58,1,At-Risk/Dormant
12808.0,36,3,483.65000000000003,0,Occasional
12809.0,177,1,489.31,1,At-Risk/Dormant
12811.0,260,3,514.85,1,At-Risk/Dormant
12812.0,44,1,229.64000000000001,0,Occasional
12814.0,101,1,125.92,0,Occasional
12815.0,147,2,1063.46,1,At-Risk/Dormant
12816.0,95,2,572.2,0,Occasional
12817.0,280,1,166.04,1,At-Risk/Dormant
12818.0,261,1,1542.08,1,At-Risk/Dormant
12820.0,2,4,942.34,0,Occasional
12821.0,213,1,92.72,1,At-Risk/Dormant
12822.0,70,2,948.88,0,Occasional
12823.0,74,5,1759.5,0,Occasional
12824.0,59,1,397.12,0,Occasional
12826.0,2,7,1474.72,0,Occasional
12827.0,5,3,430.15000000000003,0,Occasional
12828.0,2,6,1018.71,0,Occasional
12829.0,336,2,293.0,1,At-Risk/Dormant
12830.0,37,6,6814.64,0,Occasional
12831.0,261,1,215.05,1,At-Risk/Dormant
12832.0,31,2,383.03,0,Occasional
12833.0,144,1,417.38,1,At-Risk/Dormant
12834.0,282,1,312.38,1,At-Risk/Dormant
12836.0,58,4,2610.36,0,Occasional
12837.0,172,1,134.1,1,At-Risk/Dormant
12838.0,33,2,671.95,0,Occasional
12839.0,2,14,5591.42,3,Loyal / Regular
12840.0,143,4,2726.77,0,Occasional
12841.0,4,25,3991.58,3,Loyal / Regular
12842.0,69,2,1118.99,0,Occasional
12843.0,65,8,1702.26,0,Occasional
12844.0,28,2,325.96000000000004,0,Occasional
12845.0,266,4,354.09,1,At-Risk/Dormant
12847.0,21,1,843.64,0,Occasional
12849.0,30,2,1010.29,0,Occasional
12851.0,96,1,131.81,0,Occasional
12852.0,294,1,311.55,1,At-Risk/Dormant
12853.0,134,6,1957.1000000000001,0,Occasional
12854.0,78,3,1316.25,0,Occasional
12855.0,372,1,38.1,1,At-Risk/Dormant
12856.0,7,6,2170.78,0,Occasional
12857.0,210,2,1106.4,1,At-Risk/Dormant
12863.0,51,1,521.2,0,Occasional
12864.0,137,1,147.12,0,Occasional
12865.0,25,2,1568.23,0,Occasional
12866.0,282,1,559.12,1,At-Risk/Dormant
12867.0,25,7,4009.34,0,Occasional
12868.0,185,6,1607.0600000000002,1,At-Risk/Dormant
12871.0,83,2,380.64,0,Occasional
12872.0,326,2,599.97,1,At-Risk/Dormant
12873.0,281,1,374.0,1,At-Risk/Dormant
12875.0,142,2,343.2300000000001,0,Occasional
12876.0,57,2,2218.02,0,Occasional
12877.0,3,12,1535.77,0,Occasional
12878.0,235,2,854.99,1,At-Risk/Dormant
12879.0,44,3,573.22,0,Occasional
12881.0,275,1,298.0,1,At-Risk/Dormant
12882.0,8,2,1463.04,0,Occasional
12883.0,24,4,703.47,0,Occasional
12884.0,87,1,309.05,0,Occasional
12885.0,62,3,1175.22,0,Occasional
12886.0,67,2,1378.4,0,Occasional
12888.0,213,2,354.12,1,At-Risk/Dormant
12890.0,23,1,376.71999999999997,0,Occasional
12891.0,185,3,331.0,1,At-Risk/Dormant
12893.0,30,1,176.55,0,Occasional
12895.0,41,2,372.8,0,Occasional
12897.0,204,2,216.5,1,At-Risk/Dormant
12901.0,8,28,17654.54,3,Loyal / Regular
12902.0,264,1,138.68,1,At-Risk/Dormant
12904.0,17,2,496.06,0,Occasional
12906.0,11,5,2919.81,0,Occasional
12908.0,175,2,750.0,1,At-Risk/Dormant
12909.0,39,5,2178.67,0,Occasional
12910.0,22,8,3075.04,0,Occasional
12912.0,2,5,1662.3,0,Occasional
12913.0,4,5,2483.63,0,Occasional
12915.0,148,2,363.65,1,At-Risk/Dormant
12916.0,138,4,2944.95,0,Occasional
12917.0,127,1,594.0,0,Occasional
12919.0,7,6,1335.19,0,Occasional
12920.0,16,1,162.78,0,Occasional
12921.0,8,37,16587.09,3,Loyal / Regular
12922.0,160,1,405.38,1,At-Risk/Dormant
12923.0,63,1,172.82,0,Occasional
12924.0,87,4,933.7,0,Occasional
12925.0,4,2,694.05,0,Occasional
12928.0,34,5,2062.7000000000003,0,Occasional
12929.0,311,1,117.85,1,At-Risk/Dormant
12930.0,77,2,415.8,0,Occasional
12931.0,21,15,42055.96,3,Loyal / Regular
12933.0,23,3,607.53,0,Occasional
12935.0,1,7,2160.7,0,Occasional
12936.0,16,4,1063.9,0,Occasional
12937.0,14,4,1504.27,0,Occasional
12938.0,25,1,114.14,0,Occasional
12939.0,63,8,11581.8,0,Occasional
12940.0,54,2,899.69,0,Occasional
12942.0,130,3,675.6,0,Occasional
12944.0,35,2,604.51,0,Occasional
12945.0,287,1,462.95,1,At-Risk/Dormant
12947.0,143,6,1603.99,0,Occasional
12948.0,15,7,2064.95,0,Occasional
12949.0,30,8,4167.22,0,Occasional
12950.0,1,3,1843.0,0,Occasional
12951.0,8,6,1064.07,0,Occasional
12952.0,5,4,1387.79,0,Occasional
12953.0,9,1,329.85,0,Occasional
12955.0,0,11,4757.16,0,Occasional
12956.0,305,1,108.07,1,At-Risk/Dormant
12957.0,9,8,4017.54,0,Occasional
12962.0,6,2,266.39,0,Occasional
12963.0,7,8,1856.63,0,Occasional
12965.0,88,1,769.8100000000001,0,Occasional
12966.0,9,1,160.18,0,Occasional
12967.0,357,2,1660.9,1,At-Risk/Dormant
12968.0,111,1,135.95,0,Occasional
12970.0,6,4,405.47,0,Occasional
12971.0,3,86,11189.91,3,Loyal / Regular
12974.0,197,1,144.8,1,At-Risk/Dormant
12976.0,211,1,738.6,1,At-Risk/Dormant
12977.0,155,1,39.239999999999995,1,At-Risk/Dormant
12980.0,157,9,7374.900000000001,0,Occasional
12981.0,29,2,372.21999999999997,0,Occasional
12982.0,242,1,390.54,1,At-Risk/Dormant
12984.0,18,1,97.5,0,Occasional
12985.0,0,2,1239.38,0,Occasional
12987.0,73,2,558.7,0,Occasional
12988.0,291,1,505.82,1,At-Risk/Dormant
12989.0,2,15,6924.110000000001,3,Loyal / Regular
12990.0,30,3,409.5,0,Occasional
12991.0,22,2,503.76,0,Occasional
12993.0,22,4,414.76,0,Occasional
12994.0,3,3,974.4200000000001,0,Occasional
12995.0,84,1,211.32,0,Occasional
12997.0,21,4,1226.89,0,Occasional
12999.0,195,3,455.88,1,At-Risk/Dormant
13000.0,106,3,534.85,0,Occasional
13001.0,3,13,9785.970000000001,3,Loyal / Regular
13002.0,317,1,120.94999999999999,1,At-Risk/Dormant
13003.0,105,3,149.05,0,Occasional
13004.0,11,18,5655.91,3,Loyal / Regular
13005.0,173,2,513.7,1,At-Risk/Dormant
13006.0,55,1,81.57,0,Occasional
13008.0,322,1,229.46999999999997,1,At-Risk/Dormant
13011.0,371,1,50.550000000000004,1,At-Risk/Dormant
13012.0,8,8,1646.8400000000001,0,Occasional
13013.0,0,13,4810.9400000000005,0,Occasional
13014.0,10,10,3466.2799999999997,0,Occasional
13015.0,52,5,3339.64,0,Occasional
13016.0,72,3,789.89,0,Occasional
13017.0,6,1,204.0,0,Occasional
13018.0,15,28,7277.7,3,Loyal / Regular
13021.0,3,9,2616.38,0,Occasional
13023.0,63,2,689.9,0,Occasional
13026.0,0,5,975.36,0,Occasional
13027.0,113,6,6912.0,0,Occasional
13028.0,22,2,661.3199999999999,0,Occasional
13029.0,30,3,1247.5,0,Occasional
13030.0,10,2,752.4399999999999,0,Occasional
13032.0,51,2,1010.18,0,Occasional
13033.0,356,1,190.55,1,At-Risk/Dormant
13034.0,54,2,642.77,0,Occasional
13035.0,73,2,921.88,0,Occasional
13037.0,137,3,881.07,0,Occasional
13038.0,79,3,908.46,0,Occasional
13040.0,8,2,676.99,0,Occasional
13043.0,272,1,516.42,1,At-Risk/Dormant
13044.0,290,1,560.47,1,At-Risk/Dormant
13045.0,98,1,305.28000000000003,0,Occasional
13046.0,30,2,629.31,0,Occasional
13047.0,31,10,3237.54,0,Occasional
13048.0,13,4,1819.41,0,Occasional
13049.0,63,2,656.6800000000001,0,Occasional
13050.0,14,17,5836.86,3,Loyal / Regular
13052.0,211,1,348.15000000000003,1,At-Risk/Dormant
13055.0,77,3,1214.41,0,Occasional
13058.0,24,3,271.40000000000003,0,Occasional
13059.0,249,1,183.4,1,At-Risk/Dormant
13060.0,253,1,307.53,1,At-Risk/Dormant
13061.0,71,1,248.61,0,Occasional
13062.0,190,1,346.98,1,At-Risk/Dormant
13064.0,12,4,1105.59,0,Occasional
13065.0,372,1,205.86,1,At-Risk/Dormant
13066.0,23,2,470.8,0,Occasional
13067.0,81,1,115.46000000000001,0,Occasional
13068.0,9,2,344.0,0,Occasional
13069.0,0,24,4431.44,3,Loyal / Regular
13070.0,191,1,228.8,1,At-Risk/Dormant
13072.0,266,1,177.15,1,At-Risk/Dormant
13075.0,129,1,919.61,0,Occasional
13077.0,0,4,728.02,0,Occasional
13078.0,2,26,12627.94,3,Loyal / Regular
13079.0,3,5,220.10000000000002,0,Occasional
13080.0,178,1,58.08,1,At-Risk/Dormant
13081.0,11,11,28337.38,3,Loyal / Regular
13082.0,125,9,3613.63,0,Occasional
13083.0,3,2,303.75,0,Occasional
13085.0,157,2,416.08000000000004,1,At-Risk/Dormant
13089.0,2,97,58762.08,2,High-Value/Champions
13090.0,8,14,8910.82,3,Loyal / Regular
13091.0,27,1,345.82,0,Occasional
13092.0,70,5,477.83,0,Occasional
13093.0,275,8,7832.47,1,At-Risk/Dormant
13094.0,20,12,1927.3200000000002,0,Occasional
13095.0,70,1,74.39999999999999,0,Occasional
13097.0,32,10,6003.22,0,Occasional
13098.0,0,28,28882.44,3,Loyal / Regular
13099.0,98,1,207.35999999999999,0,Occasional
13101.0,233,1,101.19,1,At-Risk/Dormant
13102.0,0,24,6424.09,3,Loyal / Regular
13103.0,39,1,243.94,0,Occasional
13104.0,2,6,1098.48,0,Occasional
13106.0,132,1,76.5,0,Occasional
13107.0,43,4,1531.6200000000001,0,Occasional
13108.0,372,1,350.06,1,At-Risk/Dormant
13109.0,59,2,786.54,0,Occasional
13110.0,30,7,1488.67,0,Occasional
13113.0,0,24,12245.960000000001,3,Loyal / Regular
13115.0,11,4,2294.78,0,Occasional
13116.0,137,1,501.14,0,Occasional
13117.0,21,8,984.91,0,Occasional
13118.0,19,5,1197.81,0,Occasional
13120.0,238,1,30.599999999999998,1,At-Risk/Dormant
13121.0,268,1,283.73,1,At-Risk/Dormant
13122.0,93,2,922.39,0,Occasional
13124.0,89,3,3756.33,0,Occasional
13126.0,4,8,2099.64,0,Occasional
13127.0,77,1,259.17,0,Occasional
13130.0,93,1,64.0,0,Occasional
13131.0,22,3,1073.3,0,Occasional
13132.0,261,1,77.3,1,At-Risk/Dormant
13133.0,273,2,109.8,1,At-Risk/Dormant
13134.0,85,4,1793.58,0,Occasional
13135.0,196,1,3096.0,1,At-Risk/Dormant
13136.0,55,5,2607.61,0,Occasional
13137.0,10,8,3603.29,0,Occasional
13138.0,21,6,962.39,0,Occasional
13139.0,15,7,5064.94,0,Occasional
13140.0,107,3,422.47,0,Occasional
13141.0,84,5,2388.75,0,Occasional
13142.0,18,1,307.09,0,Occasional
13144.0,332,1,110.95,1,At-Risk/Dormant
13145.0,39,4,618.52,0,Occasional
13146.0,25,1,228.91,0,Occasional
13147.0,9,4,712.8000000000001,0,Occasional
13148.0,28,12,3683.26,0,Occasional
13149.0,13,4,1676.06,0,Occasional
13151.0,295,1,1257.8700000000001,1,At-Risk/Dormant
13153.0,5,1,486.22,0,Occasional
13155.0,32,4,971.76,0,Occasional
13157.0,48,4,1741.22,0,Occasional
